stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set006-B3_2.txt,06,7,6,6,6,6,5,6,6,6,4,6,6,5,4,3,6,4,4,3,3,4,3,3,3,3
speed,set006-B3_2.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B3_2.txt,06,1.26,1.26,1.26,1.26,1.26,0.63,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set006-B3_230.txt,06,37,30,31,31,30,30,31,31,30,30,31,30,30,31,31,30,30,31,31,31,31,31,31,31,31
speed,set006-B3_230.txt,06,2.2,2.63,3.25,3.2,2.61,2.63,3.25,3.21,2.61,2.61,3.2,2.61,2.61,3.06,2.93,2.61,2.61,3.02,2.93,2.92,3.06,2.93,2.92,2.97,3.12
distance,set006-B3_230.txt,06,20.11,15.71,16.34,16.34,15.71,15.71,16.34,16.34,15.71,15.71,16.34,15.71,15.71,16.34,16.34,15.71,15.71,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34
trough,set006-B3_233.txt,06,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set006-B3_233.txt,06,0,3.82,3.8,3.43,3.43,3.82,3.8,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
distance,set006-B3_233.txt,06,1.26,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set006-B3_411.txt,06,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
speed,set006-B3_411.txt,06,2.08,2.06,2.64,2.64,2.64,2.64,2.64,2.64,2.71,2.62,2.64,2.64,2.71,2.62,2.64,2.71,2.62,2.62,2.64,2.64,2.62,2.64,2.64,2.64,2.65
distance,set006-B3_411.txt,06,8.8,8.8,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42
trough,set006-B3_415.txt,06,401,399,395,395,398,395,395,397,403,413,397,398,407,415,435,399,410,424,438,459,421,429,455,476,513
speed,set006-B3_415.txt,06,0.22,0.2,0.19,0.19,0.27,0.19,0.19,0.24,0.42,0.71,0.24,0.27,0.54,0.78,1.34,0.31,0.63,1.03,1.43,1.96,0.95,1.16,1.87,2.39,3.31
distance,set006-B3_415.txt,06,248.81,248.18,246.92,246.92,248.81,246.92,246.92,248.18,251.95,258.23,248.18,248.81,254.46,259.49,272.05,249.44,256.35,265.14,273.94,287.13,263.26,268.28,284.62,297.81,321.06
trough,set006-B3_43.txt,06,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set006-B3_43.txt,06,0,3.4,3.4,3.4,3.78,3.4,3.4,3.78,3.8,3.8,3.4,3.78,3.8,3.8,3.43,3.8,3.8,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
distance,set006-B3_43.txt,06,1.26,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set006-B4_403.txt,06,14067,14066,14062,14058,14057,14064,14058,14057,14056,14054,14058,14057,14055,14054,14052,14056,14054,14052,14052,14052,14054,14052,14052,14052,14051
speed,set006-B4_403.txt,06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
distance,set006-B4_403.txt,06,8836.41,8835.78,8833.27,8830.76,8830.13,8834.53,8830.76,8830.13,8829.5,8828.24,8830.76,8830.13,8828.87,8828.24,8826.99,8829.5,8828.24,8826.99,8826.99,8826.99,8828.24,8826.99,8826.99,8826.99,8826.99
trough,set002-A2_144.txt,02,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174,11174
speed,set002-A2_144.txt,02,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set002-A2_144.txt,02,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54,6956.54
trough,set002-A3_100.txt,02,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,47,48,48,48,48,48,48,48,48,48
speed,set002-A3_100.txt,02,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set002-A3_100.txt,02,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,24.5,24.5,23.88,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
trough,set002-A3_17.txt,02,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294,8294
speed,set002-A3_17.txt,02,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set002-A3_17.txt,02,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49,5210.49
trough,set002-A3_190.txt,02,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set002-A3_190.txt,02,1.36,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
distance,set002-A3_190.txt,02,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set002-A3_228.txt,02,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834
speed,set002-A3_228.txt,02,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set002-A3_228.txt,02,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87
trough,set002-A3_4.txt,02,28,28,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
speed,set002-A3_4.txt,02,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set002-A3_4.txt,02,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
trough,set002-A4_122.txt,02,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
speed,set002-A4_122.txt,02,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
distance,set002-A4_122.txt,02,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set002-A4_130.txt,02,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781
speed,set002-A4_130.txt,02,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
distance,set002-A4_130.txt,02,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55
trough,set002-B1_19.txt,02,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131
speed,set002-B1_19.txt,02,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set002-B1_19.txt,02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02
trough,set002-B1_32.txt,02,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
speed,set002-B1_32.txt,02,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set002-B1_32.txt,02,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37
trough,set002-B2_15.txt,02,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
speed,set002-B2_15.txt,02,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set002-B2_15.txt,02,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68
trough,set002-B2_164.txt,02,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335
speed,set002-B2_164.txt,02,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set002-B2_164.txt,02,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89
trough,set002-B2_329.txt,02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set002-B2_329.txt,02,1.06,1.06,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.06,1.06,1.08,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
distance,set002-B2_329.txt,02,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set002-B3_106.txt,02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set002-B3_106.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set002-B3_106.txt,02,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set002-B3_147.txt,02,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,21,21,21,22,23
speed,set002-B3_147.txt,02,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.4,1.21,1.21,1.21,1.4,2.23
distance,set002-B3_147.txt,02,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.8,8.17,8.17,8.17,8.8,9.42
trough,set002-B3_219.txt,02,10,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set002-B3_219.txt,02,1.32,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.32,1.24,1.24,1.32,1.32,1.32
distance,set002-B3_219.txt,02,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set002-B3_270.txt,02,948,948,947,947,948,947,947,948,948,950,947,948,950,951,952,948,950,952,953,953,951,952,953,955,958
speed,set002-B3_270.txt,02,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.27,0.3,0.26,0.27,0.3,0.31,0.33,0.27,0.3,0.33,0.34,0.35,0.31,0.33,0.34,0.38,0.43
distance,set002-B3_270.txt,02,593.74,593.74,593.74,593.74,594.37,593.74,593.74,594.37,594.37,595.63,593.74,594.37,595.63,596.26,596.89,594.37,595.63,596.89,597.51,597.51,596.26,596.89,597.51,598.77,600.65
trough,set002-B3_431.txt,02,6261,6261,6262,6263,6265,6262,6263,6265,6267,6273,6264,6265,6271,6274,6278,6267,6273,6275,6283,6296,6274,6277,6291,6304,6337
speed,set002-B3_431.txt,02,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.24,0.25,0.23,0.24,0.25,0.25,0.26,0.24,0.25,0.26,0.28,0.31,0.25,0.26,0.29,0.33,0.41
distance,set002-B3_431.txt,02,3931.9,3931.9,3932.53,3933.16,3934.41,3932.53,3933.16,3934.41,3935.67,3939.44,3933.79,3934.41,3938.18,3940.07,3942.58,3935.67,3939.44,3940.7,3945.72,3953.89,3940.07,3941.95,3950.75,3958.92,3979.65
trough,set002-B3_442.txt,02,16,30,131,270,252,48,203,273,221,140,270,252,165,120,107,240,127,125,119,129,120,107,134,103,25
speed,set002-B3_442.txt,02,0.27,2.03,3.33,4.25,3.81,4.25,4.33,4.19,4.13,3.3,4.25,3.81,3.71,4.07,4.09,3.9,3.77,4.05,4.22,4.83,4.07,4.09,4.68,4.78,2.75
distance,set002-B3_442.txt,02,5.65,11.31,78.54,165.87,154.56,22.62,123.78,167.76,134.46,82.94,165.87,154.56,99.27,68.48,61.57,146.39,73.51,72.88,71.0,77.28,68.48,61.57,79.79,61.57,11.94
trough,set002-B4_14.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set002-B4_14.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set002-B4_14.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set002-B4_264.txt,02,9327,9326,9325,9324,9324,9326,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324
speed,set002-B4_264.txt,02,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set002-B4_264.txt,02,5840.05,5839.42,5838.79,5838.16,5838.16,5839.42,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16
trough,set003-A2_160.txt,03,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set003-A2_160.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A2_160.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A2_238.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set003-A2_238.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A2_238.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A2_27.txt,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set003-A2_27.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A2_27.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A2_295.txt,03,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085
speed,set003-A2_295.txt,03,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set003-A2_295.txt,03,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88
trough,set003-A2_322.txt,03,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595
speed,set003-A2_322.txt,03,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set003-A2_322.txt,03,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41
trough,set003-A2_441.txt,03,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999
speed,set003-A2_441.txt,03,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
distance,set003-A2_441.txt,03,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39
trough,set003-A3_142.txt,03,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329
speed,set003-A3_142.txt,03,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set003-A3_142.txt,03,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25
trough,set003-A3_204.txt,03,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set003-A3_204.txt,03,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set003-A3_204.txt,03,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set003-A3_227.txt,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set003-A3_227.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A3_227.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A3_292.txt,03,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set003-A3_292.txt,03,2.2,2.25,2.25,2.2,2.2,2.25,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
distance,set003-A3_292.txt,03,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set003-A3_443.txt,03,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551
speed,set003-A3_443.txt,03,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set003-A3_443.txt,03,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35
trough,set003-A4_109.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set003-A4_109.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A4_109.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A4_11.txt,03,1064,1065,1066,1066,1066,1065,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066
speed,set003-A4_11.txt,03,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set003-A4_11.txt,03,666.0,666.63,667.25,667.25,667.25,666.63,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25
trough,set003-A4_12.txt,03,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3455,3454,3454,3454,3455,3456,3454,3455,3456,3456,3456
speed,set003-A4_12.txt,03,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set003-A4_12.txt,03,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2169.52,2168.89,2168.89,2168.89,2169.52,2170.15,2168.89,2169.52,2170.15,2170.15,2170.15
trough,set003-A4_123.txt,03,23,23,22,21,21,23,22,21,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,20,20
speed,set003-A4_123.txt,03,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set003-A4_123.txt,03,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17
trough,set003-A4_196.txt,03,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
speed,set003-A4_196.txt,03,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set003-A4_196.txt,03,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18
trough,set003-A4_33.txt,03,8482,8479,8474,8472,8472,8476,8473,8472,8472,8471,8472,8472,8471,8471,8471,8472,8471,8471,8471,8471,8471,8471,8471,8471,8470
speed,set003-A4_33.txt,03,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set003-A4_33.txt,03,5327.36,5325.47,5322.33,5321.07,5321.07,5323.59,5321.7,5321.07,5321.07,5320.44,5321.07,5321.07,5320.44,5320.44,5320.44,5321.07,5320.44,5320.44,5320.44,5320.44,5320.44,5320.44,5320.44,5320.44,5319.82
trough,set003-A4_401.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set003-A4_401.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A4_401.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A4_444.txt,03,728,728,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727
